"carat","cut","color","clarity","depth","table","price","x","y","z"
0.35,"Ideal","E","VVS1",61.8,56,905,4.5,4.53,2.79
0.58,"Ideal","G","IF",60.9,57,2508,5.39,5.46,3.3
1.01,"Premium","F","SI2",62.8,60,4497,6.4,6.33,4
1.02,"Premium","G","VVS2",62.6,59,7602,6.41,6.46,4.03
0.28,"Very Good","F","VVS2",61.8,60,596,4.16,4.19,2.58
2.5,"Ideal","J","SI2",64,55,14502,8.56,8.48,5.46
1.01,"Premium","H","VS2",61.3,59,5166,6.41,6.45,3.94
1.8,"Ideal","H","VS1",62,57,16683,7.84,7.78,4.84
0.81,"Premium","G","SI2",62.5,57,2515,5.95,5.89,3.7
0.33,"Very Good","F","VVS2",62.5,59,810,4.4,4.47,2.77
1,"Premium","E","VVS2",61.6,59,9050,6.46,6.42,3.97
0.24,"Very Good","H","VVS2",61.5,56,449,3.99,4.01,2.46
0.23,"Ideal","E","VS2",61.7,55,548,3.98,4,2.46
1.01,"Fair","G","SI2",58.7,67,3816,6.52,6.56,3.84
0.52,"Ideal","E","VS2",61.7,57,1576,5.1,5.17,3.17
0.59,"Very Good","D","SI1",63.1,61,1771,5.35,5.3,3.36
0.43,"Very Good","G","SI1",62.3,59,754,4.79,4.81,2.99
0.4,"Ideal","G","IF",61.4,55,1397,4.79,4.76,2.93
1.2,"Fair","G","SI2",65.5,59,4044,6.73,6.53,4.34
0.7,"Ideal","F","VVS2",61.7,58,3644,5.66,5.71,3.51
0.36,"Ideal","I","VS1",62,54,587,4.58,4.61,2.85
0.9,"Fair","E","SI2",65.8,59,2982,6.03,5.98,3.95
0.72,"Fair","F","SI1",64.8,55,2691,5.64,5.6,3.64
0.7,"Ideal","E","VS2",62.7,56,2697,5.73,5.63,3.56
1.04,"Ideal","F","SI1",61.3,56,5882,6.55,6.5,4
1.01,"Ideal","E","SI2",60.9,57,4479,6.47,6.51,3.95
0.33,"Ideal","F","VVS1",61.4,55,893,4.47,4.52,2.76
1.02,"Very Good","E","VVS1",62.2,57,10672,6.4,6.59,4.04
0.34,"Ideal","E","VVS2",61.8,56,838,4.48,4.52,2.78
0.58,"Very Good","F","VS2",63,59,1667,5.27,5.39,3.36
0.33,"Premium","E","VVS1",59.7,58,984,4.49,4.52,2.69
0.31,"Ideal","H","IF",61.8,56,1046,4.38,4.36,2.7
0.58,"Premium","F","SI1",61,57,1634,5.41,5.34,3.28
0.73,"Ideal","E","SI1",62.2,56,3038,5.76,5.79,3.59
0.31,"Very Good","D","SI1",62.9,56,571,4.31,4.34,2.72
0.23,"Very Good","E","VS1",59.6,65,378,3.95,3.97,2.36
0.32,"Ideal","F","VS2",61.6,57,645,4.4,4.43,2.72
0.35,"Ideal","G","IF",61.8,56,974,4.52,4.57,2.81
1.04,"Ideal","H","SI1",61.3,55,3984,6.49,6.44,3.96
0.55,"Ideal","H","VVS2",61.7,57,1806,5.28,5.26,3.25
1.21,"Ideal","E","VS2",62.4,54,9215,6.86,6.8,4.26
1.71,"Very Good","H","SI1",60.8,56,13169,7.77,7.73,4.71
0.71,"Ideal","E","VS2",60.1,59,3145,5.79,5.83,3.49
0.5,"Very Good","G","SI1",62.2,60,1197,5.03,5.07,3.14
1.55,"Premium","H","VS2",60.7,59,11846,7.5,7.46,4.54
0.56,"Very Good","D","VVS1",60.1,58,2959,5.36,5.42,3.24
1.91,"Very Good","G","SI1",63.1,59,15241,7.9,7.86,4.97
1.42,"Premium","F","SI2",59.7,57,7755,7.33,7.3,4.37
0.74,"Premium","F","SI2",59.6,58,2328,5.91,5.87,3.51
1.04,"Ideal","G","VVS1",62.2,55,8637,6.48,6.51,4.04
0.62,"Ideal","E","SI1",62.4,53,1779,5.47,5.5,3.42
1.05,"Premium","D","SI2",60.4,57,5057,6.6,6.55,3.97
0.56,"Premium","E","VS2",61.8,59,1915,5.34,5.27,3.28
0.31,"Ideal","G","IF",61.6,55,924,4.34,4.39,2.69
2.21,"Premium","H","I1",62.2,58,6535,8.31,8.27,5.16
0.4,"Very Good","H","VS1",61.3,59,818,4.79,4.74,2.92
1.2,"Ideal","I","SI2",62.5,56,3931,6.8,6.7,4.22
0.35,"Ideal","G","IF",61.4,55,1116,4.59,4.56,2.81
1.31,"Good","I","SI2",63.6,55.1,5446,6.92,6.98,4.42
1.6,"Premium","E","SI1",61.2,58,9229,7.59,7.5,4.62
0.7,"Premium","F","VVS1",61.9,59,3109,5.67,5.6,3.49
1.75,"Ideal","J","VS2",62.1,57,9663,7.71,7.66,4.77
0.98,"Fair","G","I1",67.3,60,1932,6.17,6.11,4.14
1.01,"Very Good","H","SI1",63.5,62,4513,6.36,6.24,4
0.67,"Good","D","SI1",63.8,57,2258,5.53,5.48,3.51
0.3,"Ideal","E","SI2",60.9,59,401,4.29,4.32,2.62
1.15,"Ideal","H","SI1",61.9,55,5296,6.74,6.77,4.18
1.02,"Ideal","F","VS2",62.7,56,6479,6.39,6.44,4.02
2.04,"Ideal","H","SI2",61.2,56,15874,8.19,8.25,5.03
0.52,"Ideal","H","VS1",61.4,56,1408,5.2,5.23,3.2
0.46,"Premium","F","VVS1",61.4,57,1736,4.99,4.95,3.05
1.51,"Premium","I","VVS2",61.1,60,10817,7.36,7.33,4.49
1.1,"Ideal","H","SI2",62,55,4733,6.61,6.65,4.11
0.52,"Premium","G","SI1",60.6,61,1249,5.19,5.17,3.14
1.1,"Very Good","H","SI1",62.1,58,4276,6.59,6.61,4.1
0.25,"Premium","F","VVS1",60.7,59,740,4.1,4.07,2.48
0.7,"Ideal","D","VVS2",60.7,57,5539,5.75,5.78,3.5
0.3,"Good","E","VVS2",59.8,64,1026,4.34,4.29,2.58
0.45,"Premium","F","SI1",61.1,58,1046,4.97,4.95,3.03
1.5,"Very Good","E","SI2",63.5,60,10080,7.25,7.21,4.59
1.04,"Ideal","I","VS1",61.8,56,5229,6.49,6.51,4.02
0.3,"Premium","F","VS1",61,60,709,4.3,4.22,2.6
0.39,"Ideal","F","VS1",62.3,57,1024,4.69,4.65,2.91
1,"Ideal","G","VVS2",59.8,54,7885,6.58,6.54,3.92
0.73,"Very Good","H","VS1",60.8,57,2916,5.8,5.83,3.54
0.32,"Premium","H","SI2",61.8,55,517,4.42,4.35,2.71
0.54,"Very Good","E","VS2",61.2,58,1707,5.21,5.28,3.21
0.33,"Very Good","H","VVS1",62.5,55,692,4.43,4.47,2.78
0.3,"Premium","H","VS1",61,58,526,4.28,4.31,2.62
0.42,"Ideal","G","IF",62.7,56,1400,4.76,4.77,2.99
1.18,"Premium","J","SI1",62.5,55,4460,6.82,6.74,4.24
0.91,"Premium","F","SI2",61.7,58,3609,6.22,6.29,3.86
1,"Very Good","I","SI1",63.3,56,4538,6.27,6.36,4
1.01,"Premium","G","VS2",61.2,57,5701,6.46,6.41,3.94
0.7,"Premium","E","VS1",62.6,59,2837,5.69,5.66,3.55
1,"Good","F","VS2",62.5,57,5592,6.34,6.42,3.99
0.72,"Very Good","F","VS2",62.5,58,2832,5.71,5.75,3.58
0.35,"Premium","E","VS1",62.2,58,718,4.47,4.5,2.79
1.67,"Ideal","H","SI1",61.6,55,11678,7.68,7.62,4.71
1.58,"Premium","G","VS1",62.4,60,14451,7.46,7.38,4.63
0.55,"Very Good","G","IF",60.2,60,2314,5.29,5.38,3.21
1.22,"Ideal","I","SI1",62.6,57,5807,6.8,6.77,4.25
1.04,"Ideal","H","SI2",59.6,56,4077,6.64,6.59,3.94
0.9,"Very Good","F","SI1",63.4,58,3950,6.09,6.12,3.87
0.35,"Ideal","F","VS2",62.1,57,706,4.53,4.55,2.82
0.35,"Fair","F","VVS1",54.6,59,1011,4.85,4.79,2.63
1.26,"Ideal","I","SI2",62,56,5363,7,6.94,4.32
1.51,"Ideal","F","VS2",62.2,53,13646,7.31,7.35,4.56
1.19,"Premium","I","SI1",62.2,58,4865,6.77,6.73,4.2
0.41,"Premium","F","VVS2",60.1,59,1192,4.82,4.79,2.89
0.36,"Premium","D","SI1",61.5,59,663,4.52,4.55,2.79
1.23,"Ideal","H","I1",61.8,56,4025,6.85,6.91,4.25
0.51,"Ideal","G","VVS2",60.1,56,1875,5.19,5.22,3.13
1.01,"Premium","G","SI2",60.1,60,4270,6.48,6.44,3.88
1.5,"Very Good","D","SI1",63.1,57,11863,7.31,7.24,4.59
1.01,"Ideal","H","SI1",61.4,60,4680,6.48,6.45,3.97
1.07,"Premium","G","VS2",62.1,58,6471,6.59,6.55,4.08
0.45,"Ideal","G","VVS2",61.2,56,1213,4.96,4.91,3.02
0.9,"Premium","G","VS2",61.7,59,4269,6.14,6.22,3.81
0.9,"Fair","H","VS2",64.6,54,3725,6.09,6.14,3.95
0.35,"Premium","F","VS2",60.9,57,879,4.58,4.55,2.78
2.1,"Very Good","G","SI2",63.4,58,13007,8.19,8.12,5.17
0.31,"Ideal","G","VVS1",61.3,60,710,4.33,4.38,2.67
0.52,"Ideal","I","VVS2",62.2,57,1316,5.18,5.11,3.2
0.41,"Very Good","F","SI1",63.5,56,904,4.75,4.7,3
0.23,"Very Good","E","VVS2",63.7,55,485,3.87,3.89,2.47
0.7,"Good","H","SI1",64.2,58,1865,5.62,5.59,3.6
0.4,"Premium","I","SI2",62.9,59,585,4.68,4.63,2.93
1.03,"Premium","D","SI2",62.3,58,3675,6.5,6.4,4.03
0.5,"Ideal","E","SI1",59.7,62,1331,5.16,5.19,3.09
0.32,"Premium","G","VS2",61.5,58,561,4.35,4.4,2.69
0.4,"Ideal","I","VS1",61.9,57,736,4.73,4.74,2.93
0.42,"Premium","E","VS1",62.2,59,1105,4.76,4.79,2.97
0.71,"Premium","E","SI2",62.1,62,2215,5.7,5.67,3.53
0.32,"Ideal","E","VVS2",61.2,57,729,4.38,4.41,2.69
1.08,"Very Good","F","SI1",58.2,63,5256,6.69,6.78,3.92
0.31,"Very Good","G","VS1",62,59,625,4.28,4.3,2.66
0.7,"Very Good","E","VS1",62,60,3109,5.61,5.64,3.49
1.26,"Ideal","D","VS2",62.5,57,8256,6.9,6.85,4.3
0.25,"Premium","F","IF",61.1,58,740,4.1,4.08,2.5
1.07,"Very Good","F","VVS1",60.2,58,9808,6.57,6.65,3.98
0.56,"Ideal","D","VS2",61.5,57,1963,5.28,5.33,3.26
0.91,"Fair","H","SI2",65.7,60,2763,6.03,5.99,3.95
0.74,"Premium","E","SI2",59.1,60,2553,5.98,5.94,3.52
1,"Premium","G","VS2",61.3,62,6048,6.43,6.32,3.91
2.04,"Very Good","I","VS2",61,61,16616,8.08,8.14,4.95
1.2,"Very Good","I","SI2",61.9,59,4455,6.77,6.84,4.21
0.72,"Ideal","I","VVS1",61.3,57,2678,5.77,5.75,3.53
0.5,"Ideal","E","VS2",61.4,57,1746,5.11,5.08,3.13
0.4,"Ideal","E","VS1",62.2,55,1053,4.72,4.76,2.95
0.31,"Ideal","E","VVS2",61.6,56,837,4.35,4.39,2.69
0.41,"Very Good","H","IF",62.9,54,1187,4.71,4.74,2.97
0.52,"Premium","F","VS2",61.8,59,1605,5.15,5.11,3.17
1.5,"Very Good","J","VS1",62.2,58,8014,7.19,7.27,4.5
0.5,"Ideal","H","VVS2",60.3,58,1608,5.14,5.21,3.12
1.07,"Very Good","D","VS1",59.9,55,9681,6.69,6.71,4.01
0.55,"Ideal","E","SI1",60.9,56,1448,5.28,5.32,3.23
1.02,"Very Good","I","SI1",60.4,58,3927,6.52,6.56,3.95
1.03,"Ideal","G","VS2",62.8,55,6645,6.48,6.44,4.05
0.97,"Ideal","E","SI2",62.3,56,4078,6.28,6.33,3.93
0.31,"Ideal","F","VVS1",62,54,840,4.34,4.37,2.7
0.32,"Ideal","F","VVS1",62,55,898,4.41,4.43,2.74
1.06,"Very Good","H","SI1",62.8,58,4785,6.47,6.49,4.07
1.16,"Very Good","G","VVS2",61.6,58,9205,6.67,6.73,4.13
0.6,"Fair","F","VVS2",60.1,66,2484,5.48,5.44,3.28
0.41,"Premium","G","SI1",60.3,59,719,4.76,4.79,2.88
1.56,"Premium","E","SI2",62.4,60,9909,7.36,7.41,4.61
1.07,"Premium","E","SI2",60.5,59,4362,6.67,6.59,4.01
1.03,"Premium","E","VS2",61.2,59,7192,6.53,6.47,3.98
0.43,"Premium","D","VVS2",59.5,59,1159,4.95,4.97,2.95
1.5,"Premium","G","VS1",61.2,59,14234,7.36,7.32,4.49
0.34,"Premium","D","VS2",60.4,60,805,4.51,4.56,2.74
0.9,"Ideal","G","VVS1",62.9,56,6237,6.11,6.19,3.87
0.96,"Very Good","D","SI2",60.2,63,3419,6.36,6.3,3.81
0.55,"Ideal","F","VS2",61.7,56,1692,5.26,5.3,3.26
2.02,"Ideal","I","SI2",62.2,57,10412,8.06,7.99,4.99
0.83,"Ideal","F","SI1",61.8,55,4009,6.01,6.06,3.73
1.7,"Ideal","G","VS2",61.3,57,15797,7.6,7.67,4.68
0.4,"Very Good","G","VS1",61.5,57,871,4.73,4.77,2.92
0.34,"Ideal","H","VVS1",61.6,53,751,4.5,4.52,2.78
1.09,"Ideal","H","SI1",62.2,56,4871,6.59,6.56,4.09
0.31,"Ideal","D","SI1",62.3,54,732,4.37,4.33,2.71
1.03,"Very Good","G","SI2",59.2,63,4473,6.55,6.6,3.89
1.01,"Good","F","VS2",63.1,60,6159,6.29,6.39,4
1.16,"Premium","F","VS2",62.7,58,7003,6.71,6.65,4.19
2.1,"Ideal","I","SI1",61.6,57,12168,8.24,8.15,5.05
0.72,"Very Good","E","VS1",63.1,56,3048,5.7,5.65,3.58
0.8,"Very Good","D","IF",63.3,57,6834,5.85,5.87,3.71
0.7,"Very Good","F","SI1",59.1,59,2278,5.76,5.91,3.45
0.31,"Premium","H","SI1",61.1,57,573,4.35,4.32,2.65
0.41,"Good","G","SI1",63.4,57,671,4.7,4.73,2.99
1,"Premium","F","VS2",61.9,59,5606,6.38,6.34,3.94
0.42,"Very Good","E","SI1",62.7,57,773,4.77,4.83,3.01
1.02,"Ideal","H","SI1",61.9,57,4924,6.4,6.46,3.98
0.32,"Very Good","H","VVS2",62.4,56,596,4.35,4.37,2.72
1,"Good","H","VVS1",63.5,60,6183,6.3,6.36,4.02
0.51,"Ideal","H","SI2",62.1,55,1016,5.12,5.14,3.18
0.51,"Ideal","G","VS2",61.8,55,1557,5.15,5.18,3.19
0.44,"Premium","G","VS2",60.6,58,1063,4.96,4.9,2.99
1.17,"Good","G","VS1",60,64,7972,6.82,6.77,4.08
1.01,"Fair","D","VS2",65.6,61,6176,6.21,6.16,4.06
0.4,"Ideal","I","SI1",61.6,56,765,4.74,4.68,2.9
0.71,"Very Good","H","SI1",62.9,58,2246,5.62,5.66,3.55
1.18,"Ideal","J","VS1",61.7,56,5182,6.79,6.82,4.2
1.03,"Very Good","D","SI2",63.7,56,4580,6.32,6.39,4.05
0.4,"Good","E","SI1",63.2,56,687,4.69,4.74,2.98
0.7,"Good","D","SI2",58.3,60,2242,5.81,5.89,3.41
0.3,"Good","H","VS1",63.9,55,526,4.26,4.28,2.73
1.02,"Very Good","J","SI1",63.1,60,3879,6.35,6.4,4.02
0.9,"Good","E","VS2",64,58,4278,6.02,6.07,3.87
1.2,"Premium","I","VS2",62.3,57,4844,6.79,6.74,4.22
0.52,"Ideal","G","VVS2",61.7,55,2338,5.21,5.23,3.22
1.01,"Premium","H","SI1",61.3,58,4513,6.47,6.39,3.94
1.01,"Very Good","E","SI1",62.6,57,4986,6.38,6.43,4.01
0.27,"Very Good","F","VVS2",61.9,58,620,4.17,4.2,2.59
0.32,"Ideal","G","VVS2",61.5,57,936,4.43,4.39,2.71
0.31,"Very Good","G","VS2",63,54,544,4.33,4.37,2.74
0.4,"Ideal","G","VVS1",62,56,1043,4.73,4.76,2.94
1.01,"Premium","D","SI2",58.9,59,3337,6.54,6.49,3.84
2.01,"Premium","G","SI2",59.4,62,14939,8.27,8.22,4.9
0.25,"Premium","E","VS2",59.7,61,525,4.1,4.08,2.44
1.03,"Ideal","F","SI1",62.8,56,5356,6.38,6.46,4.03
0.4,"Very Good","E","VVS2",63.7,59,1075,4.66,4.69,2.98
1.09,"Ideal","G","VS1",62.3,55,7820,6.59,6.63,4.12
1.29,"Ideal","H","SI2",62.1,57,5926,6.95,6.93,4.31
0.7,"Very Good","F","SI2",62.3,58,2070,5.65,5.71,3.54
0.38,"Premium","I","VS2",61.7,59,633,4.6,4.64,2.85
1.59,"Premium","F","VS2",60.2,60,15461,7.59,7.62,4.58
0.7,"Very Good","E","VS1",63.8,57,3177,5.61,5.65,3.59
1.01,"Very Good","H","VS2",63.5,61,5050,6.32,6.24,3.99
1.05,"Ideal","E","VS2",61.7,55,9624,6.54,6.55,4.04
1,"Very Good","D","VS2",62.6,56,6881,6.33,6.39,3.98
0.41,"Ideal","E","VVS2",61.6,56,1187,4.78,4.8,2.95
0.34,"Ideal","D","IF",59.8,57,2346,4.59,4.57,2.74
0.31,"Ideal","E","VS2",62.3,57,680,4.32,4.35,2.7
1.02,"Very Good","G","SI2",63.1,60,4370,6.41,6.34,4.02
0.76,"Ideal","F","SI1",60.1,57,2607,5.95,5.99,3.59
0.27,"Ideal","H","VS1",61.6,56,480,4.16,4.19,2.57
0.38,"Ideal","E","VS2",62,56,853,4.62,4.66,2.88
0.73,"Fair","I","I1",70.8,55,1049,5.51,5.34,3.84
0.52,"Premium","G","SI2",62.5,59,1001,5.1,5.07,3.18
0.3,"Premium","G","VVS2",62.3,59,878,4.29,4.25,2.66
0.9,"Good","F","SI1",63.6,59,3881,6.12,6.07,3.88
0.56,"Premium","J","VS2",60.9,60,1232,5.33,5.27,3.23
1.5,"Fair","I","I1",66.1,57,4704,7.12,7.04,4.68
1.13,"Very Good","F","VVS2",59.6,59,9539,6.82,6.87,4.08
0.3,"Premium","G","SI1",62.9,59,574,4.28,4.24,2.68
0.7,"Very Good","H","VS2",62.7,59,2377,5.59,5.64,3.52
1.01,"Premium","D","SI1",58.9,58,5532,6.57,6.54,3.86
0.39,"Ideal","E","VS2",61.4,56,796,4.68,4.74,2.89
0.51,"Ideal","G","VVS2",61.9,55,1926,5.14,5.17,3.19
1.26,"Premium","J","SI2",62.7,58,5038,6.95,6.9,4.34
0.35,"Ideal","F","VS2",62.4,57,706,4.5,4.51,2.81
1,"Premium","E","VS2",59.9,59,6272,6.45,6.38,3.84
2.02,"Ideal","I","SI1",62.3,57,15785,8.07,8.11,5.04
0.31,"Ideal","G","IF",61.2,56,891,4.36,4.4,2.68
1.06,"Premium","F","SI2",62.4,58,4452,6.54,6.5,4.07
0.26,"Very Good","D","VS2",59.6,63,420,4.13,4.16,2.47
0.81,"Very Good","G","VS1",62.6,55,3544,5.92,5.97,3.72
0.33,"Ideal","F","VVS1",61.9,55,880,4.44,4.48,2.76
0.71,"Ideal","E","VS2",61.3,56,3553,5.76,5.79,3.54
1.12,"Ideal","H","VS1",60.9,57,7616,6.71,6.73,4.09
0.5,"Ideal","H","SI1",62.2,53,1154,5.06,5.14,3.17
0.7,"Premium","E","VS2",59.5,59,2862,5.82,5.77,3.45
0.47,"Very Good","D","SI2",61.5,55,1078,5,5.04,3.09
0.4,"Premium","D","SI1",61.3,60,990,4.75,4.71,2.9
0.38,"Very Good","E","VS2",60.5,58,866,4.66,4.7,2.83
0.41,"Very Good","D","SI1",60.3,63,717,4.78,4.8,2.89
0.26,"Very Good","F","VS1",59.5,58,453,4.18,4.23,2.5
0.7,"Ideal","E","SI1",61.9,55,2537,5.74,5.77,3.56
0.9,"Very Good","I","SI1",63.2,56,3120,6.15,6.12,3.88
0.73,"Ideal","E","VS1",61.7,57,3758,5.77,5.8,3.57
1.88,"Very Good","D","SI2",63.2,60,9791,7.84,7.79,4.94
0.72,"Ideal","E","SI2",62.3,54,2398,5.75,5.78,3.59
1.12,"Premium","H","SI1",62.2,60,5266,6.59,6.65,4.12
0.37,"Fair","F","IF",52.3,61,1166,4.96,4.91,2.58
1,"Very Good","H","SI2",60.2,61,3850,6.44,6.48,3.89
1.13,"Ideal","G","VVS2",61.6,57,10396,6.66,6.75,4.13
0.32,"Ideal","J","VS2",62.1,54,504,4.44,4.38,2.74
1.5,"Premium","I","VS2",62.9,58,8820,7.17,7.08,4.48
1.1,"Very Good","H","SI1",62.4,58,4938,6.58,6.62,4.12
0.3,"Ideal","H","VS1",62.4,55,545,4.32,4.34,2.7
0.93,"Very Good","G","SI2",62.9,56,4163,6.2,6.23,3.91
0.9,"Premium","E","VS2",62.6,59,4687,6.14,6.06,3.82
1.08,"Premium","H","I1",61.7,59,3118,6.54,6.59,4.05
0.9,"Good","F","SI1",63.3,60,3950,6.09,6.11,3.86
0.38,"Ideal","F","VS2",61.9,55,969,4.69,4.63,2.89
0.32,"Ideal","G","VVS1",62.4,56,842,4.36,4.39,2.73
0.34,"Ideal","E","SI1",61.8,56,765,4.48,4.45,2.76
1.51,"Fair","F","I1",67.8,59,3734,7.09,7,4.78
0.71,"Very Good","I","VS1",63.3,58,2198,5.68,5.66,3.59
0.59,"Ideal","J","VS1",58.7,56,1330,5.52,5.48,3.23
1.31,"Premium","J","SI1",60.3,62,4490,7.12,7.04,4.26
1.23,"Ideal","J","VS2",61.5,57,5217,6.9,6.95,4.26
0.91,"Good","H","VS2",59.9,61,4309,6.18,6.24,3.72
0.7,"Very Good","I","VS2",62.3,58,2273,5.58,5.65,3.5
0.38,"Very Good","I","SI1",59.7,62,601,4.7,4.74,2.82
1,"Very Good","D","SI1",62.1,58,5390,6.34,6.45,3.97
1.3,"Very Good","G","SI1",61,57,7985,7.01,7.06,4.29
0.31,"Ideal","E","VS1",60.4,57,734,4.37,4.4,2.65
0.76,"Ideal","H","SI1",61.4,55,3050,5.82,5.9,3.6
0.39,"Good","G","VS2",63.7,53,942,4.67,4.62,2.96
1,"Premium","H","VS2",59.4,61,5572,6.51,6.46,3.85
0.52,"Premium","E","SI1",60.9,58,1387,5.21,5.17,3.16
0.52,"Very Good","J","VS2",60.7,56,1141,5.19,5.23,3.16
0.53,"Premium","E","VS2",59.9,61,1946,5.3,5.25,3.16
0.61,"Ideal","G","IF",62.3,56,2659,5.42,5.46,3.39
0.33,"Premium","F","VS2",62.4,58,666,4.37,4.41,2.74
0.43,"Good","D","SI1",63.4,55,774,4.78,4.84,3.05
2.01,"Ideal","I","SI1",62.4,54,12617,8.04,7.96,5
0.36,"Ideal","E","VS1",61.7,56,1094,4.58,4.56,2.82
0.71,"Ideal","E","VS1",62,57,3380,5.72,5.66,3.53
1.04,"Premium","F","SI2",62.8,60,4013,6.41,6.38,4.01
1.08,"Very Good","F","VVS1",61,58,10204,6.64,6.61,4.04
0.93,"Very Good","G","SI2",60.8,62,3644,6.29,6.34,3.84
0.52,"Ideal","E","SI2",60.9,56,1232,5.2,5.23,3.17
0.51,"Ideal","D","VS1",60.7,57,1826,5.18,5.23,3.16
0.32,"Ideal","D","VVS2",62.2,56,1014,4.41,4.37,2.73
1.58,"Ideal","I","SI2",62.3,57,6441,7.42,7.34,4.6
2.01,"Ideal","J","SI1",62.3,57,12607,8.05,7.99,5
1.02,"Ideal","F","VS1",62,57,8637,6.49,6.44,4.01
0.54,"Ideal","G","VVS2",62.6,57,1801,5.19,5.23,3.26
0.34,"Ideal","E","VVS1",62.1,57,1084,4.5,4.46,2.78
1.14,"Ideal","H","VS2",62.6,56,6095,6.68,6.65,4.17
0.53,"Ideal","E","VS1",60.9,57,1827,5.25,5.19,3.18
0.52,"Fair","E","VVS2",57.2,64,2079,5.27,5.36,3.04
0.33,"Very Good","E","VVS2",59.8,58.7,893,4.47,4.51,2.68
0.38,"Very Good","G","VS1",60.7,55,1031,4.71,4.74,2.87
0.53,"Ideal","F","VS2",61.8,55,1753,5.23,5.19,3.22
0.35,"Premium","D","SI1",60.9,58,644,4.52,4.55,2.76
1.13,"Very Good","J","SI1",62.9,57.7,4391,6.6,6.64,4.16
1.21,"Ideal","H","SI2",61.1,56,6098,6.92,6.87,4.21
0.73,"Very Good","G","VVS1",62.9,59,3606,5.7,5.78,3.61
0.3,"Ideal","E","VS1",61.3,57,736,4.3,4.34,2.65
1.06,"Ideal","F","VVS2",62.1,57,8954,6.5,6.54,4.05
1.01,"Very Good","G","VVS1",61.8,59,8373,6.47,6.41,3.98
0.38,"Ideal","E","VVS2",62.5,53,1013,4.62,4.66,2.9
0.52,"Very Good","F","VS1",63.2,57,1748,5.09,5.1,3.22
0.41,"Premium","E","SI1",60.4,58,930,4.79,4.75,2.88
1.01,"Premium","G","VS1",62.7,58,6335,6.36,6.31,3.97
0.9,"Premium","I","VS2",62.6,62,3292,6.13,6.04,3.81
0.32,"Ideal","D","VVS2",61.7,57,834,4.39,4.42,2.72
0.9,"Very Good","I","SI1",61,58,3407,6.19,6.23,3.79
2.18,"Very Good","I","SI2",61.4,59.5,14735,8.31,8.37,5.12
0.32,"Premium","H","SI1",61.3,60,449,4.36,4.42,2.69
0.81,"Ideal","J","VS2",62.1,56,2455,5.94,5.97,3.7
0.32,"Ideal","H","VS2",62.2,57,505,4.36,4.38,2.72
0.33,"Ideal","H","VVS1",62.5,56,702,4.42,4.44,2.77
0.7,"Very Good","G","VS2",63.3,56,2464,5.59,5.66,3.56
1.53,"Premium","H","SI2",61.5,60,6512,7.46,7.39,4.56
0.42,"Ideal","D","VVS2",62.1,55,1326,4.78,4.81,2.98
0.3,"Good","E","VVS2",59.5,59,622,4.35,4.39,2.6
0.56,"Premium","E","VS1",62.6,58,1930,5.23,5.28,3.29
1,"Very Good","F","VS2",61.1,60,7343,6.4,6.46,3.93
0.33,"Ideal","G","IF",62.7,56,861,4.39,4.44,2.77
0.51,"Good","G","SI1",63.7,55,1259,5.1,5.07,3.24
0.4,"Premium","H","VS1",62.6,58,1035,4.71,4.68,2.94
1.2,"Ideal","G","VS1",61.9,58,9625,6.76,6.8,4.2
1.28,"Premium","H","SI1",59.9,59,6701,7.08,7.05,4.23
0.93,"Ideal","G","SI1",62,56,4546,6.22,6.26,3.87
0.51,"Ideal","D","VS2",61.9,55,1787,5.11,5.13,3.17
1,"Good","F","VS2",63.9,62,6352,6.26,6.32,4.02
1.54,"Premium","I","VS2",59.8,59,9659,7.61,7.53,4.53
0.7,"Good","I","SI1",64.3,57,2142,5.63,5.59,3.61
1.01,"Very Good","H","VVS2",59.6,63,5684,6.55,6.47,3.88
1.2,"Premium","G","SI1",63,60,6494,6.81,6.75,4.27
0.4,"Ideal","H","IF",60.9,58,1074,4.75,4.78,2.9
1.28,"Ideal","J","VS2",62.8,57,5795,6.93,6.87,4.33
0.3,"Premium","F","VS2",62.8,58,776,4.28,4.25,2.68
0.7,"Good","F","VVS1",59.9,62,3206,5.69,5.74,3.42
1.51,"Good","I","SI1",63.9,59,9069,7.18,7.26,4.61
1.06,"Premium","G","VS1",62,58,7130,6.56,6.51,4.05
0.41,"Premium","G","VS1",61.5,58,961,4.8,4.76,2.94
1.01,"Premium","F","SI2",61.8,56,4257,6.43,6.38,3.96
0.72,"Ideal","F","VS2",59.5,57,2863,5.91,5.86,3.5
2.21,"Ideal","D","SI2",62,57,16558,8.36,8.31,5.18
0.32,"Very Good","E","SI1",63.2,56,720,4.38,4.35,2.76
1.01,"Premium","F","SI2",62.7,56,4197,6.4,6.35,4
0.3,"Ideal","D","VS2",62.3,54,710,4.29,4.34,2.69
0.31,"Premium","E","SI1",60.1,61,698,4.4,4.35,2.63
1.55,"Ideal","I","SI2",60.7,60,8056,7.49,7.46,4.54
0.23,"Very Good","E","VVS2",61.1,59,505,3.94,3.98,2.42
1.01,"Good","G","SI1",63.3,59,4781,6.24,6.31,3.97
0.72,"Very Good","G","SI2",63.3,58,2246,5.72,5.68,3.61
0.59,"Ideal","D","SI2",60.2,57,1572,5.47,5.42,3.28
0.4,"Ideal","F","VVS1",61.1,56,1908,4.78,4.81,2.93
